,strDrink,strCategory,strIngredients,Alc_type,Basic_cocktail_taste,Basic_taste,Value_ml,Value_gr,Garnish_type
1255,Moranguito,Shot,Absinthe,Absinthe,,,12,,
1256,Moranguito,Shot,Grenadine,,,sweet,6,,
1257,Moranguito,Shot,Tequila,Tequila,,,12,,
1258,Moscow Mule,Punch / Party Drink,Vodka,Vodka,,,60,,
1259,Moscow Mule,Punch / Party Drink,Lime,,,sour,60,,
1260,Moscow Mule,Punch / Party Drink,Ginger Ale,,,sweet,240,,
1261,Mother's Milk,Shot,Milk,,,cream,30,,
1262,Mother's Milk,Shot,Butterscotch Schnapps,Schnapps,,,30,,
1263,Mother's Milk,Shot,Goldschlager,Schnapps,,,30,,
1264,Mudslinger,Punch / Party Drink,Southern Comfort,Whisky,,,750,,
1265,Mudslinger,Punch / Party Drink,Orange,,,sweet,1000,,
1266,Mudslinger,Punch / Party Drink,Coca-Cola,,,sweet,750,,
1267,Mulled Wine,Punch / Party Drink,Water,,Spicy,water,711,,
1268,Mulled Wine,Punch / Party Drink,Red Wine,Wine,Spicy,,750,,
1269,Mulled Wine,Punch / Party Drink,Brandy,Brandy,Spicy,,,32,
1270,Mulled Wine,Punch / Party Drink,Cinnamon,,Spicy,spicy,60,,
1271,Mulled Wine,Punch / Party Drink,Cloves,,Spicy,spicy,,,whole
1272,Mulled Wine,Punch / Party Drink,Lemon Peel,,Spicy,sour,30,,
1273,Mulled Wine,Punch / Party Drink,Sugar,,Spicy,sweet,,128,
1274,National Aquarium,Ordinary Drink,Sour Mix,,,sour,60,,
1275,National Aquarium,Ordinary Drink,Rum,Rum,,,15,,
1276,National Aquarium,Ordinary Drink,Vodka,Vodka,,,15,,
1277,National Aquarium,Ordinary Drink,7-Up,,,sweet,6,,
1278,National Aquarium,Ordinary Drink,Gin,Gin,,,15,,
1279,National Aquarium,Ordinary Drink,Blue Curacao,Triple Sec,,,15,,
1280,Negroni,Ordinary Drink,Sweet Vermouth,Vermouth,,,30,,
1281,Negroni,Ordinary Drink,Campari,Campari,,,30,,
1282,Negroni,Ordinary Drink,Gin,Gin,,,30,,
1283,New York Lemonade,Cocktail,Absolut Citron,Vodka,,,60,,
1284,New York Lemonade,Cocktail,Club Soda,,,sweet,30,,
1285,New York Lemonade,Cocktail,Lemon,,,sour,60,,
1286,New York Lemonade,Cocktail,Grand Marnier,Triple Sec,,,30,,
1287,New York Sour,Ordinary Drink,Blended Whiskey,Whisky,,,60,,
1288,New York Sour,Ordinary Drink,Cherry,,,sweet,,,berry
1289,New York Sour,Ordinary Drink,Sugar,,,sweet,,4,
1290,New York Sour,Ordinary Drink,Lemon,,,sour,22.5,,
1291,New York Sour,Ordinary Drink,Red Wine,Wine,,,,,
1292,New York Sour,Ordinary Drink,Lemon,,,sour,,,
1293,Nutty Irishman,Milk / Float / Shake,Milk,,,cream,30,,
1294,Nutty Irishman,Milk / Float / Shake,Frangelico,Sweet Liqueur,,,30,,
1295,Nutty Irishman,Milk / Float / Shake,Bailey'S Irish Cream,Creamy Liqueur,,,30,,
1296,Old Fashioned,Cocktail,Angostura Bitters,Bitters,,,2,,
1297,Old Fashioned,Cocktail,Water,,,water,,,
1298,Old Fashioned,Cocktail,Bourbon,Whisky,,,45,,
1299,Old Fashioned,Cocktail,Sugar,,,sweet,,4,
1300,Orange Crush,Shot,Triple Sec,Triple Sec,,,30,,
1301,Orange Crush,Shot,Orange,,,sweet,30,,
1302,Orange Crush,Shot,Vodka,Vodka,,,30,,
1303,Orange Oasis,Ordinary Drink,Gin,Gin,,,45,,
1304,Orange Oasis,Ordinary Drink,Orange,,,sweet,120,,
1305,Orange Oasis,Ordinary Drink,Cherry Brandy,Brandy,,,15,,
1306,Orange Oasis,Ordinary Drink,Ginger Ale,,,sweet,,,
1307,Orange Push-up,Ordinary Drink,Orange,,,sweet,120,,
1308,Orange Push-up,Ordinary Drink,Spiced Rum,Rum,,,45,,
1309,Orange Push-up,Ordinary Drink,Grenadine,,,sweet,15,,
1310,Orange Push-up,Ordinary Drink,Sour Mix,,,sour,6,,
1311,Orange Whip,Other/Unknown,Rum,Rum,,,30,,
1312,Orange Whip,Other/Unknown,Vodka,Vodka,,,30,,
1313,Orange Whip,Other/Unknown,Orange,,,sweet,120,,
1314,Orange Whip,Other/Unknown,Cream,,,cream,60,,
1315,Oreo Mudslide,Ordinary Drink,Kahlua,Creamy Liqueur,,,30,,
1316,Oreo Mudslide,Ordinary Drink,Vodka,Vodka,,,30,,
1317,Oreo Mudslide,Ordinary Drink,Vanilla Ice-Cream,,,cream,120,,
1318,Oreo Mudslide,Ordinary Drink,Oreo Cookie,,,cream,30,,
1319,Oreo Mudslide,Ordinary Drink,Bailey'S Irish Cream,Creamy Liqueur,,,30,,
1320,Orgasm,Ordinary Drink,Amaretto,Sweet Liqueur,,,15,,
1321,Orgasm,Ordinary Drink,Cream,,,cream,30,,
1322,Orgasm,Ordinary Drink,Triple Sec,Triple Sec,,,15,,
1323,Orgasm,Ordinary Drink,Creme De Cacao White,Creamy Liqueur,,,15,,
1324,Orgasm,Ordinary Drink,Vodka,Vodka,,,15,,
1325,Owen's Grandmother's Revenge,Ordinary Drink,Lemon,,,sour,360,,
1326,Owen's Grandmother's Revenge,Ordinary Drink,Whiskey,Whisky,,,360,,
1327,Owen's Grandmother's Revenge,Ordinary Drink,Beer,Beer,,,360,,
1328,Paradise,Ordinary Drink,Orange,,,sweet,90,,
1329,Paradise,Ordinary Drink,Gin,Gin,,,210,,
1330,Paradise,Ordinary Drink,Apricot Brandy,Brandy,,,120,,
1331,Pina Colada,Ordinary Drink,Light Rum,Rum,,,90,,
1332,Pina Colada,Ordinary Drink,Coconut Milk,,,cream,,42,
1333,Pina Colada,Ordinary Drink,Pineapple,,,sweet,,42,
1334,Pink Gin,Ordinary Drink,Bitters,Bitters,,,3,,
1335,Pink Gin,Ordinary Drink,Gin,Gin,,,60,,
1336,Pink Lady,Ordinary Drink,Egg,,,egg,45,,
1337,Pink Lady,Ordinary Drink,Grenadine,,,sweet,,4,
1338,Pink Lady,Ordinary Drink,Gin,Gin,,,45,,
1339,Pink Lady,Ordinary Drink,Cream,,,cream,,4,
1340,Pink Panty Pulldowns,Ordinary Drink,7-Up,,,sweet,1000,,
1341,Pink Panty Pulldowns,Ordinary Drink,Pink Lemonade,,,sour,474,,
1342,Pink Panty Pulldowns,Ordinary Drink,Vodka,Vodka,,,474,,
1343,Pink Penocha,Punch / Party Drink,Cranberry Juice,,,sour,3785,,
1344,Pink Penocha,Punch / Party Drink,Everclear,Vodka,,,750,,
1345,Pink Penocha,Punch / Party Drink,Orange,,,sweet,3785,,
1346,Pink Penocha,Punch / Party Drink,Vodka,Vodka,,,1750,,
1347,Pink Penocha,Punch / Party Drink,Peach Schnapps,Schnapps,,,1750,,
1348,Pisco Sour,Cocktail,Pisco,Pisco,,,60,,
1349,Pisco Sour,Cocktail,Lemon,,,sour,30,,
1350,Pisco Sour,Cocktail,Sugar,,,sweet,22.5,,
1351,Planter's Punch,Punch / Party Drink,Dark Rum,Rum,,,30,,
1352,Planter's Punch,Punch / Party Drink,Orange,,,sweet,60,,
1353,Planter's Punch,Punch / Party Drink,Orgeat Syrup,,,sweet,15,,
1354,Planter's Punch,Punch / Party Drink,Pineapple,,,sweet,30,,
1355,Popped cherry,Ordinary Drink,Vodka,Vodka,,,60,,
1356,Popped cherry,Ordinary Drink,Cherry Liqueur,Sweet Liqueur,,,60,,
1357,Popped cherry,Ordinary Drink,Cranberry Juice,,,sour,120,,
1358,Popped cherry,Ordinary Drink,Orange,,,sweet,120,,
1359,Poppy Cocktail,Ordinary Drink,Creme De Cacao White,Creamy Liqueur,,,22.5,,
1360,Poppy Cocktail,Ordinary Drink,Gin,Gin,,,45,,
1361,Port And Starboard,Ordinary Drink,Green Creme De Menthe,Sweet Liqueur,,,15,,
1362,Port And Starboard,Ordinary Drink,Grenadine,,,sweet,,14,
1363,Port Wine Cocktail,Ordinary Drink,Port,Port,,,75,,
1364,Port Wine Cocktail,Ordinary Drink,Brandy,Brandy,,,,2,
1365,Port Wine Flip,Ordinary Drink,Nutmeg,,,spicy,,,grated
1366,Port Wine Flip,Ordinary Drink,Sugar,,,sweet,,4,
1367,Port Wine Flip,Ordinary Drink,Cream,,,cream,,8,
1368,Port Wine Flip,Ordinary Drink,Egg,,,egg,45,,
1369,Port Wine Flip,Ordinary Drink,Port,Port,,,45,,
1370,Porto flip,Ordinary Drink,Brandy,Brandy,,,90,,
1371,Porto flip,Ordinary Drink,Egg,,,egg,90,,
1372,Porto flip,Ordinary Drink,Port,Port,,,270,,
1373,Quaker's Cocktail,Ordinary Drink,Lemon,,,sour,11.25,,
1374,Quaker's Cocktail,Ordinary Drink,Brandy,Brandy,,,22.5,,
1375,Quaker's Cocktail,Ordinary Drink,Light Rum,Rum,,,22.5,,
1376,Quaker's Cocktail,Ordinary Drink,Raspberry Syrup,,,sweet,,8,
1377,Quarter Deck Cocktail,Ordinary Drink,Lime,,,sour,15,,
1378,Quarter Deck Cocktail,Ordinary Drink,Sherry Cream,,,cream,10,,
1379,Quarter Deck Cocktail,Ordinary Drink,Light Rum,Rum,,,37.5,,
1380,Queen Bee,Ordinary Drink,Sherry Cream,,,cream,15,,
1381,Queen Bee,Ordinary Drink,Coffee Brandy,Brandy,,,30,,
1382,Queen Bee,Ordinary Drink,Lime Vodka,Vodka,,,45,,
1383,Queen Charlotte,Ordinary Drink,7-Up,,,sweet,,,
1384,Queen Charlotte,Ordinary Drink,Grenadine,,,sweet,30,,
1385,Queen Charlotte,Ordinary Drink,Red Wine,Wine,,,60,,
1386,Queen Elizabeth,Ordinary Drink,Benedictine,Sweet Liqueur,,,,6,
1387,Queen Elizabeth,Ordinary Drink,Gin,Gin,,,45,,
1388,Queen Elizabeth,Ordinary Drink,Dry Vermouth,Vermouth,,,15,,
1389,Quentin,Ordinary Drink,Dark Rum,Rum,,,45,,
1390,Quentin,Ordinary Drink,Cream,,,cream,30,,
1391,Quentin,Ordinary Drink,Nutmeg,,,spicy,,,grated
1392,Quentin,Ordinary Drink,Kahlua,Creamy Liqueur,,,15,,
1393,Quick F**K,Shot,Kahlua,Creamy Liqueur,,,30,,
1394,Quick F**K,Shot,Bailey'S Irish Cream,Creamy Liqueur,,,30,,
1395,Quick F**K,Shot,Midori Melon Liqueur,Sweet Liqueur,,,30,,
1396,Quick-sand,Ordinary Drink,Black Sambuca,Sambuca,,,25,,
1397,Quick-sand,Ordinary Drink,Orange,,,sweet,250,,
1398,Radioactive Long Island Iced Tea,Ordinary Drink,Chambord Raspberry Liqueur,Sweet Liqueur,,,30,,
1399,Radioactive Long Island Iced Tea,Ordinary Drink,Triple Sec,Triple Sec,,,30,,
1400,Radioactive Long Island Iced Tea,Ordinary Drink,Midori Melon Liqueur,Sweet Liqueur,,,30,,
1401,Radioactive Long Island Iced Tea,Ordinary Drink,Gin,Gin,,,30,,
1402,Radioactive Long Island Iced Tea,Ordinary Drink,Rum,Rum,,,30,,
1403,Radioactive Long Island Iced Tea,Ordinary Drink,Vodka,Vodka,,,30,,
1404,Radioactive Long Island Iced Tea,Ordinary Drink,Malibu Rum,Rum,,,30,,
1405,Radioactive Long Island Iced Tea,Ordinary Drink,Tequila,Tequila,,,30,,
1406,Radler,Ordinary Drink,Beer,Beer,,,360,,
1407,Radler,Ordinary Drink,7-Up,,,sweet,360,,
1408,Raspberry Cooler,Other/Unknown,Raspberry Vodka,Vodka,,,60,,
1409,Raspberry Cooler,Other/Unknown,7-Up,,,sweet,120,,
1410,Red Snapper,Shot,Amaretto,Sweet Liqueur,,,25,,
1411,Red Snapper,Shot,Crown Royal,Whisky,,,25,,
1412,Red Snapper,Shot,Cranberry Juice,,,sour,25,,
1413,Rose,Ordinary Drink,Gin,Gin,,,30,,
1414,Rose,Ordinary Drink,Grenadine,,,sweet,,4,
1415,Rose,Ordinary Drink,Apricot Brandy,Brandy,,,15,,
1416,Rose,Ordinary Drink,Lemon,,,sour,,2,
1417,Rose,Ordinary Drink,Sugar,,,sweet,,,
1418,Rose,Ordinary Drink,Dry Vermouth,Vermouth,,,15,,
1419,Royal Bitch,Shot,Frangelico,Sweet Liqueur,,,30,,
1420,Royal Bitch,Shot,Crown Royal,Whisky,,,30,,
1421,Royal Fizz,Ordinary Drink,Egg,,,egg,45,,
1422,Royal Fizz,Ordinary Drink,Coca-Cola,,,sweet,,,
1423,Royal Fizz,Ordinary Drink,Gin,Gin,,,30,,
1424,Royal Fizz,Ordinary Drink,Sweet And Sour,,,sweet,60,,
1425,Royal Flush,Shot,Chambord Raspberry Liqueur,Sweet Liqueur,,,15,,
1426,Royal Flush,Shot,Crown Royal,Whisky,,,45,,
1427,Royal Flush,Shot,Cranberry Juice,,,sour,30,,
1428,Royal Flush,Shot,Peach Schnapps,Schnapps,,,30,,
1429,Royal Gin Fizz,Ordinary Drink,Gin,Gin,,,60,,
1430,Royal Gin Fizz,Ordinary Drink,Egg,,,egg,45,,
1431,Royal Gin Fizz,Ordinary Drink,Carbonated Water,,,water,,,
1432,Royal Gin Fizz,Ordinary Drink,Lemon,,,sour,22.5,,
1433,Royal Gin Fizz,Ordinary Drink,Sugar,,,sweet,,4,
1434,Ruby Tuesday,Cocktail,Cranberry Juice,,,sour,150,,
1435,Ruby Tuesday,Cocktail,Grenadine,,,sweet,12,,
1436,Ruby Tuesday,Cocktail,Gin,Gin,,,60,,
1437,Rum Cobbler,Ordinary Drink,Lemon,,,sour,30,,
1438,Rum Cobbler,Ordinary Drink,Dark Rum,Rum,,,60,,
1439,Rum Cobbler,Ordinary Drink,Sugar,,,sweet,5,,
1440,Rum Cobbler,Ordinary Drink,Club Soda,,,sweet,90,,
1441,Rum Cobbler,Ordinary Drink,Orange,,,sweet,,,slice
1442,Rum Cobbler,Ordinary Drink,Cherry,,,sweet,,,berry
1443,Rum Cooler,Ordinary Drink,Lemon,,,sour,30,,
1444,Rum Cooler,Ordinary Drink,Rub Light Or Dark,Rum,,,60,,
1445,Rum Cooler,Ordinary Drink,7-Up,,,sweet,120,,
1446,Rum Milk Punch,Ordinary Drink,Sugar,,,sweet,,4,
1447,Rum Milk Punch,Ordinary Drink,Light Rum,Rum,,,60,,
1448,Rum Milk Punch,Ordinary Drink,Nutmeg,,,spicy,,,grated
1449,Rum Milk Punch,Ordinary Drink,Milk,,,cream,,128,
1450,Rum Old-fashioned,Ordinary Drink,151 Proof Rum,Rum,,,,4,
1451,Rum Old-fashioned,Ordinary Drink,Sugar,,,sweet,,2,
1452,Rum Old-fashioned,Ordinary Drink,Lime Peel,,,sour,,,twist
1453,Rum Old-fashioned,Ordinary Drink,Water,,,water,,4,
1454,Rum Old-fashioned,Ordinary Drink,Bitters,Bitters,,,1,,
1455,Rum Old-fashioned,Ordinary Drink,Light Rum,Rum,,,45,,
1456,Rum Punch,Punch / Party Drink,Rum,Rum,,,750,,
1457,Rum Punch,Punch / Party Drink,Orange,,,sweet,355,,
1458,Rum Punch,Punch / Party Drink,Ginger Ale,,,sweet,750,,
1459,Rum Punch,Punch / Party Drink,Fruit Punch,,,sweet,355,,
1460,Rum Runner,Punch / Party Drink,Orange,,,sweet,105,,
1461,Rum Runner,Punch / Party Drink,Pineapple,,,sweet,105,,
1462,Rum Runner,Punch / Party Drink,Malibu Rum,Rum,,,45,,
1463,Rum Runner,Punch / Party Drink,Cranberry Juice,,,sour,105,,
1464,Rum Runner,Punch / Party Drink,Blackberry Brandy,Brandy,,,30,,
1465,Rum Screwdriver,Ordinary Drink,Light Rum,Rum,,,45,,
1466,Rum Screwdriver,Ordinary Drink,Orange,,,sweet,150,,
1467,Rum Sour,Ordinary Drink,Light Rum,Rum,,,60,,
1468,Rum Sour,Ordinary Drink,Sugar,,,sweet,2.5,,
1469,Rum Sour,Ordinary Drink,Lemon,,,sour,30,,
1470,Rum Sour,Ordinary Drink,Cherry,,,sweet,,,berry
1471,Rum Sour,Ordinary Drink,Orange,,,sweet,,,slice
1472,Rum Toddy,Ordinary Drink,Rub Light Or Dark,Rum,,,60,,
1473,Rum Toddy,Ordinary Drink,Sugar,,,sweet,,8,
1474,Rum Toddy,Ordinary Drink,Lemon Peel,,,sour,,,twist
1475,Rum Toddy,Ordinary Drink,Water,,,water,,8,
1476,Russian Spring Punch,Ordinary Drink,Lemon,,,sour,25,,
1477,Russian Spring Punch,Ordinary Drink,Vodka,Vodka,,,25,,
1478,Russian Spring Punch,Ordinary Drink,Creme De Cassis,Sweet Liqueur,,,15,,
1479,Russian Spring Punch,Ordinary Drink,Sugar Syrup,,,sweet,10,,
1480,Rusty Nail,Ordinary Drink,Scotch,Whisky,,,45,,
1481,Rusty Nail,Ordinary Drink,Drambuie,Whisky,,,15,,
1482,Rusty Nail,Ordinary Drink,Lemon Peel,,,sour,,,twist
1483,Salty Dog,Ordinary Drink,Salt,,,salty,,1,
1484,Salty Dog,Ordinary Drink,Gin,Gin,,,45,,
1485,Salty Dog,Ordinary Drink,Grapefruit Juice,,,bitter,150,,
1486,San Francisco,Ordinary Drink,Creme De Banane,Sweet Liqueur,,,20,,
1487,San Francisco,Ordinary Drink,Orange,,,sweet,,,
1488,San Francisco,Ordinary Drink,Grenadine,,,sweet,,,
1489,San Francisco,Ordinary Drink,Vodka,Vodka,,,20,,
1490,Sangria #1,Punch / Party Drink,Orange,,Spicy,sweet,,128,
1491,Sangria #1,Punch / Party Drink,Cinnamon,,Spicy,spicy,,,
1492,Sangria #1,Punch / Party Drink,Cloves,,Spicy,spicy,,,whole
1493,Sangria #1,Punch / Party Drink,Red Wine,Wine,Spicy,,750,,
1494,Sangria #1,Punch / Party Drink,Lemon,,Spicy,sour,,128,
1495,Sangria #1,Punch / Party Drink,Sugar,,Spicy,sweet,,64,
1496,Sangria - The World's Best,Punch / Party Drink,Brandy Plain,Brandy,,,105,,
1497,Sangria - The World's Best,Punch / Party Drink,Red Wine,Wine,,,1500,,
1498,Sangria - The World's Best,Punch / Party Drink,Orange,,,sweet,225,,
1499,Sangria - The World's Best,Punch / Party Drink,Soda Water,,,sweet,,,
1500,Sangria - The World's Best,Punch / Party Drink,Apple Juice,,,sweet,100,,
1501,Sangria - The World's Best,Punch / Party Drink,Lemon,,,sour,45,,
1502,Sangria - The World's Best,Punch / Party Drink,Sugar,,,sweet,,128,
1503,Sazerac,Ordinary Drink,Bourbon,Whisky,,,60,,
1504,Sazerac,Ordinary Drink,Ricard,Sweet Liqueur,,,,4,
1505,Sazerac,Ordinary Drink,Water,,,water,,4,
1506,Sazerac,Ordinary Drink,Lemon Peel,,,sour,,,twist
1507,Sazerac,Ordinary Drink,Peychaud Bitters,Bitters,,,2,,
1508,Sazerac,Ordinary Drink,Sugar,,,sweet,2.5,,
1509,Scooter,Ordinary Drink,Cream,,,cream,30,,
1510,Scooter,Ordinary Drink,Brandy,Brandy,,,30,,
1511,Scooter,Ordinary Drink,Amaretto,Sweet Liqueur,,,30,,
1512,Scotch Cobbler,Ordinary Drink,Curacao,Triple Sec,,,4,,
1513,Scotch Cobbler,Ordinary Drink,Mint,,,mint,,,leaf(ves)
1514,Scotch Cobbler,Ordinary Drink,Brandy,Brandy,,,4,,
1515,Scotch Cobbler,Ordinary Drink,Scotch,Whisky,,,60,,
1516,Scotch Cobbler,Ordinary Drink,Orange,,,sweet,,,slice
1517,Scotch Sour,Ordinary Drink,Sugar,,,sweet,,2,
1518,Scotch Sour,Ordinary Drink,Lime,,,sour,15,,
1519,Scotch Sour,Ordinary Drink,Lemon,,,sour,,,slice
1520,Scotch Sour,Ordinary Drink,Cherry,,,sweet,,,berry
1521,Scotch Sour,Ordinary Drink,Scotch,Whisky,,,45,,
1522,Screaming Orgasm,Ordinary Drink,Bailey'S Irish Cream,Creamy Liqueur,,,45,,
1523,Screaming Orgasm,Ordinary Drink,Kahlua,Creamy Liqueur,,,15,,
1524,Screaming Orgasm,Ordinary Drink,Vodka,Vodka,,,30,,
1525,Screwdriver,Ordinary Drink,Orange,,,sweet,,,
1526,Screwdriver,Ordinary Drink,Vodka,Vodka,,,60,,
1527,Sea breeze,Ordinary Drink,Vodka,Vodka,,,45,,
1528,Sea breeze,Ordinary Drink,Grapefruit Juice,,,bitter,30,,
1529,Sea breeze,Ordinary Drink,Cranberry Juice,,,sour,120,,
1530,Sex on the Beach,Ordinary Drink,Grapefruit Juice,,,bitter,,,
1531,Sex on the Beach,Ordinary Drink,Cranberry Juice,,,sour,,,
1532,Sex on the Beach,Ordinary Drink,Peach Schnapps,Schnapps,,,22.5,,
1533,Sex on the Beach,Ordinary Drink,Vodka,Vodka,,,30,,
1534,Shanghai Cocktail,Ordinary Drink,Lemon,,,sour,11.25,,
1535,Shanghai Cocktail,Ordinary Drink,Grenadine,,,sweet,,2,
1536,Shanghai Cocktail,Ordinary Drink,Light Rum Jamaican,Rum,,,30,,
1537,Shanghai Cocktail,Ordinary Drink,Anisette,,,spicy,,4,
1538,Shark Attack,Cocktail,Vodka,Vodka,,,,192,
1539,Shark Attack,Cocktail,Lemon,,,sour,330,,
1540,Shark Attack,Cocktail,Water,,,water,990,,
1541,Sherry Eggnog,Ordinary Drink,Sherry Cream,,,cream,60,,
1542,Sherry Eggnog,Ordinary Drink,Sugar,,,sweet,,4,
1543,Sherry Eggnog,Ordinary Drink,Egg,,,egg,45,,
1544,Sherry Eggnog,Ordinary Drink,Milk,,,cream,,,
1545,Sherry Eggnog,Ordinary Drink,Nutmeg,,,spicy,,,grated
1546,Sherry Flip,Ordinary Drink,Cream,,,cream,,8,
1547,Sherry Flip,Ordinary Drink,Sugar,,,sweet,,4,
1548,Sherry Flip,Ordinary Drink,Sherry Cream,,,cream,45,,
1549,Sherry Flip,Ordinary Drink,Nutmeg,,,spicy,,,grated
1550,Sherry Flip,Ordinary Drink,Egg,,,egg,45,,
1551,Shot-gun,Shot,Jack Daniels,Whisky,,,30,,
1552,Shot-gun,Shot,Wild Turkey,Whisky,,,30,,
1553,Shot-gun,Shot,Jim Beam,Whisky,,,30,,
1554,Sidecar,Ordinary Drink,Cognac,Brandy,,,60,,
1555,Sidecar,Ordinary Drink,Lemon,,,sour,30,,
1556,Sidecar,Ordinary Drink,Cointreau,Triple Sec,,,15,,
1557,Sidecar Cocktail,Ordinary Drink,Triple Sec,Triple Sec,,,15,,
1558,Sidecar Cocktail,Ordinary Drink,Lemon,,,sour,11.25,,
1559,Sidecar Cocktail,Ordinary Drink,Brandy,Brandy,,,30,,
1560,Singapore Sling,Ordinary Drink,Grenadine,,,sweet,15,,
1561,Singapore Sling,Ordinary Drink,Cherry,,,sweet,,,berry
1562,Singapore Sling,Ordinary Drink,Carbonated Water,,,water,,,
1563,Singapore Sling,Ordinary Drink,Cherry Brandy,Brandy,,,15,,
1564,Singapore Sling,Ordinary Drink,Sweet And Sour,,,sweet,60,,
1565,Singapore Sling,Ordinary Drink,Gin,Gin,,,30,,
1566,Sloe Gin Cocktail,Ordinary Drink,Sloe Gin,Gin,,,60,,
1567,Sloe Gin Cocktail,Ordinary Drink,Dry Vermouth,Vermouth,,,,1,
1568,Sloe Gin Cocktail,Ordinary Drink,Orange Bitters,Bitters,,,1,,
1569,Smut,Punch / Party Drink,Red Wine,Wine,,,10,,
1570,Smut,Punch / Party Drink,Orange,,,sweet,10,,
1571,Smut,Punch / Party Drink,Peach Schnapps,Schnapps,,,25,,
1572,Smut,Punch / Party Drink,Coca-Cola,,,sweet,10,,
1573,Snake Bite (UK),Beer,Lager,Beer,,,236.5,,
1574,Snake Bite (UK),Beer,White Or Red Wine,Wine,,,60,,
1575,Snakebite and Black,Beer,Blackcurrant,,,sweet,5,,
1576,Snakebite and Black,Beer,Cider,Cider,,,236.5,,
1577,Snakebite and Black,Beer,Lager,Beer,,,236.5,,
1578,Snowball,Ordinary Drink,Lemon,,,sour,,,slice
1579,Snowball,Ordinary Drink,Lemon,,,sour,270,,
1580,Snowball,Ordinary Drink,Advocaat,Creamy Liqueur,,,45,,
1581,Sol Y Sombra,Ordinary Drink,Anisette,,,spicy,45,,
1582,Sol Y Sombra,Ordinary Drink,Brandy,Brandy,,,45,,
1583,Space Odyssey,Ordinary Drink,Grenadine,,,sweet,,,
1584,Space Odyssey,Ordinary Drink,Malibu Rum,Rum,,,25,,
1585,Space Odyssey,Ordinary Drink,Cherry,,,sweet,,,berry
1586,Space Odyssey,Ordinary Drink,Pineapple,,,sweet,25,,
1587,Space Odyssey,Ordinary Drink,151 Proof Rum,Rum,,,25,,
1588,Space Odyssey,Ordinary Drink,Orange,,,sweet,,,
1589,Spritz,Ordinary Drink,Soda Water,,,sweet,,,
1590,Spritz,Ordinary Drink,Prosecco,Prosecco,,,60,,
1591,Spritz,Ordinary Drink,Campari,Campari,,,40,,
1592,Stinger,Ordinary Drink,Brandy,Brandy,,,45,,
1593,Stinger,Ordinary Drink,White Creme De Menthe,Sweet Liqueur,,,15,,
1594,Stone Sour,Ordinary Drink,Apricot Brandy,Brandy,,,30,,
1595,Stone Sour,Ordinary Drink,Sweet And Sour,,,sweet,30,,
1596,Stone Sour,Ordinary Drink,Orange,,,sweet,30,,
1597,Strawberry Daiquiri,Ordinary Drink,Light Rum,Rum,,,30,,
1598,Strawberry Daiquiri,Ordinary Drink,Strawberry Schnapps,Schnapps,,,15,,
1599,Strawberry Daiquiri,Ordinary Drink,Strawberries,,,sweet,30,,
1600,Strawberry Daiquiri,Ordinary Drink,Sugar,,,sweet,,4,
1601,Strawberry Daiquiri,Ordinary Drink,Lime,,,sour,30,,
1602,Strawberry Margarita,Ordinary Drink,Triple Sec,Triple Sec,,,15,,
1603,Strawberry Margarita,Ordinary Drink,Strawberry Schnapps,Schnapps,,,15,,
1604,Strawberry Margarita,Ordinary Drink,Tequila,Tequila,,,30,,
1605,Strawberry Margarita,Ordinary Drink,Strawberries,,,sweet,30,,
1606,Strawberry Margarita,Ordinary Drink,Lemon,,,sour,30,,
1607,Strawberry Margarita,Ordinary Drink,Salt,,,salty,,,around the rim
1608,Sunny Holiday Punch,Punch / Party Drink,Berries,,,sweet,474,,
1609,Sunny Holiday Punch,Punch / Party Drink,Orange,,,sweet,180,,
1610,Sunny Holiday Punch,Punch / Party Drink,Pineapple,,,sweet,1380,,
1611,Sunny Holiday Punch,Punch / Party Drink,Champagne,Champagne,,,750,,
1612,Sunny Holiday Punch,Punch / Party Drink,Club Soda,,,sweet,840,,
1613,Sunny Holiday Punch,Punch / Party Drink,Lemon,,,sour,30,,
1614,Surf City Lifesaver,Ordinary Drink,Gin,Gin,,,60,,
1615,Surf City Lifesaver,Ordinary Drink,Ouzo,Ouzo,,,30,,
1616,Surf City Lifesaver,Ordinary Drink,Grand Marnier,Triple Sec,,,15,,
1617,Surf City Lifesaver,Ordinary Drink,Bailey'S Irish Cream,Creamy Liqueur,,,30,,
1618,Swedish Coffee,Coffee / Tea,Aquavit,Vodka,,,40,,
1619,Swedish Coffee,Coffee / Tea,Coffee,,,bitter,,128,
1620,Sweet Tooth,Milk / Float / Shake,Godiva Liqueur,Creamy Liqueur,,,50,,
1621,Sweet Tooth,Milk / Float / Shake,Milk,,,cream,,,
1622,Talos Coffee,Coffee / Tea,Grand Marnier,Triple Sec,,,90,,
1623,Talos Coffee,Coffee / Tea,Coffee,,,bitter,30,,
1624,Tennesee Mud,Coffee / Tea,Jack Daniels,Whisky,,,120,,
1625,Tennesee Mud,Coffee / Tea,Whipped Cream,,,cream,,,ml
1626,Tennesee Mud,Coffee / Tea,Coffee,,,bitter,240,,
1627,Tennesee Mud,Coffee / Tea,Amaretto,Sweet Liqueur,,,120,,
1628,Tequila Fizz,Ordinary Drink,Egg,,,egg,45,,
1629,Tequila Fizz,Ordinary Drink,Tequila,Tequila,,,60,,
